"taskID","userID","provenance","title","imageTitle","objectNumber","negativeNumber","distribution","otherNotes","comments","imageURL","inputBy"
32857,226,"T.36.39","Decorative lion-head in plaster (Sekhmet)","TA.OC.30-31.014","14","Neg. 0.90","Ashmolean","full scale","","https://www.flickr.com/photos/25459876@N04/16314628137","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32857,727,"T.36.38","Decorative lion-head in plaster (Sekhmet).","TA.OC.30-31.014","014","0.90","Ashomlean","-","","https://www.flickr.com/photos/25459876@N04/16314628137","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32858,1,"T.36.39","Fragment of bronze","TA.OC.30-31.015","15","","","Full scale; (top? the otherway up?)","","https://www.flickr.com/photos/25459876@N04/15880397273","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32858,226,"T.36.39","Fragment of bronze","TA.OC.30-31.015","15","","","","","https://www.flickr.com/photos/25459876@N04/15880397273","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32858,727,"T.36.38","Fragment of bronze","TA.OC.30-31.015","15","-","-","(cup? the other way up?)","","https://www.flickr.com/photos/25459876@N04/15880397273","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32859,1,"T.36.36","Formation of plaster formed by solidifying inside pot.","TA.OC.30-31.016","16","","","1/4 full size","Top annotation - finer slurry
Bottom annotation - cast foot print of pot","https://www.flickr.com/photos/25459876@N04/16314267629","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32859,226,"T.36.36","Formation of plaster formed by solidifying inside pot.","TA.OC.30-31.016","16","","","","1/4 full size","https://www.flickr.com/photos/25459876@N04/16314267629","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32859,727,"T.36.38","Formation of plaster formed by solidifying inside pot.","TA.OC.30-31.016","016","-","-","-","","https://www.flickr.com/photos/25459876@N04/16314267629","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32860,1,"T.35.37","Amulet (Taurt) in steatite","TA.OC.30-31.017","17","0.17, 0.78","Wellcome H.M. Museum","Full scale. Note seems to have been cut with a straight bladed instrument. H.W.","","https://www.flickr.com/photos/25459876@N04/16474538526","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32860,226,"T.35.17","Amulet (Taurt) in steatite","TA.OC.30-31.017","17","Neg. = 0.17[;]78","Wellcome [.....] Museum","","","https://www.flickr.com/photos/25459876@N04/16474538526","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32860,727,"T.35.17","Amulet (Taurt) in stealtite","TA.OC.30-31.017","17","0.17,0.78","Welcome H.M. Museum","-","","https://www.flickr.com/photos/25459876@N04/16474538526","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32861,1,"T.36.36","Bronze knife","TA.OC.30-31.018","18","0.1, 0.2","Ashmolean","Traces of wood handle, 34 centimetres in length","","https://www.flickr.com/photos/25459876@N04/15880397143","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32861,226,"T.36.36","Bronze knife","TA.OC.30-31.018","18","Neg. 0.1[;] 0.2","Ashmolean","","","https://www.flickr.com/photos/25459876@N04/15880397143","Daniel Pett; Elaine Dale; MARLA WALCOTT"
32861,727,"T.36.36","Bronze Knife","TA.OC.30-31.018","18","0.1, 0.2","Ashmolean","-","","https://www.flickr.com/photos/25459876@N04/15880397143","Daniel Pett; Elaine Dale; MARLA WALCOTT"
,,,,,,,,,,,
,,,,,,,,,,,
32862,1,"T.36.39","Glazed stud with daisy pattern in blue on one end.","TA.OC.30-31.019","19","0.17, 0.77","Pasadena","Full scale","","https://www.flickr.com/photos/25459876@N04/15877984344","Daniel Pett; Elaine Dale; MARLA WALCOTT"
